product_id,product_name,median_unit_price,category,cost_ratio,standard_cost,source_system,is_simulated_category,is_simulated_cost,simulation_version
84673B,BLUE FLY SWAT,0.72,Other,0.6151,0.4429,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84674,FLYING PIG WATERING CAN,2.95,Other,0.4939,1.457,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84675,FROG KING WATERING CAN,2.95,Other,0.6503,1.9184,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84678,CLASSICAL ROSE SMALL VASE,2.55,Other,0.4627,1.1799,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84679,CLASSICAL ROSE TABLE LAMP,11.95,Other,0.5636,6.735,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84683,CLASSICAL ROSE CANDLESTAND,1.25,Home Decor,0.4767,0.5959,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84685,BEACH HUT KEY CABINET,7.46,Other,0.5165,3.8531,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84686,BEACH HUT MIRROR,4.25,Other,0.406,1.7255,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84687,BEACH HUT SHELF W 3 DRAWERS,5.95,Other,0.4424,2.6323,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84688,BEACH HUT DESIGN BLACKBOARD,4.25,Other,0.4541,1.9299,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84689,S/2 BEACH HUT TREASURE CHESTS,3.975,Other,0.6308,2.5074,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84691,PACK 20 DOLLY PEGS,0.72,Other,0.531,0.3823,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84692,BOX OF 24 COCKTAIL PARASOLS,0.42,Other,0.4968,0.2087,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84705C,PINK FLOCK PHOTO FRAME,1.25,Home Decor,0.6676,0.8345,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84706D,CHERRY BLOSSOM TABLE CLOCK,1.95,Home Decor,0.523,1.0198,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84706F,RED PEONY TABLE CLOCK,2.95,Home Decor,0.5838,1.7222,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84707A,SILVER JEWELLED MIRROR TRINKET TRAY,9.95,Other,0.4817,4.7929,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84707B,PINK JEWELLED MIRROR TRINKET TRAY,9.95,Other,0.631,6.2784,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84708B,PINK JEWELLED PHOTO FRAME,4.95,Home Decor,0.5681,2.8121,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84709B,PINK OVAL JEWELLED MIRROR,5.95,Other,0.4757,2.8304,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84711A,SILVER OVAL SHAPE TRINKET BOX,9.95,Other,0.5322,5.2954,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84711B,PINK OVAL SHAPE TRINKET BOX,9.95,Other,0.4639,4.6158,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84712B,PINK JEWELLED PHOTO FRAME,7.95,Home Decor,0.6275,4.9886,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84715,SET OF 6 ICE CREAM SKITTLES,2.95,Other,0.4632,1.3664,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84723,CHERRY BLOSSOM CANVAS ART PICTURE,1.95,Other,0.4332,0.8447,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84725,FREESTYLE CANVAS ART PICTURE,0.75,Other,0.5664,0.4248,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84731,3 BIRDS CANVAS SCREEN,1.02,Other,0.66,0.6732,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84732B,CUTE BIRD CEATURE SCREEN,0.39,Other,0.654,0.2551,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84732D,CUTE RABBIT CEATURE SCREEN,0.39,Other,0.5131,0.2001,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84741C,CITRUS GARLAND FELT FLOWERS,1.95,Other,0.3973,0.7747,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84743C,ORANGE FELT VASE + FLOWERS,1.25,Other,0.5058,0.6322,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84744,S/6 SEW ON CROCHET FLOWERS,1.25,Other,0.6095,0.7619,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84745A,PINK HANGING GINGHAM EASTER HEN,0.42,Gifts & Seasonal,0.4214,0.177,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84745B,BLUE HANGING GINGHAM EASTER HEN,0.42,Gifts & Seasonal,0.4856,0.204,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84746,PINK EASTER HENS+FLOWER,2.46,Gifts & Seasonal,0.6259,1.5397,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84748,FOLK FELT HANGING MULTICOL GARLAND,2.46,Other,0.5668,1.3943,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84750A,PINK SMALL GLASS CAKE STAND,1.95,Other,0.4881,0.9518,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84750B,BLACK SMALL GLASS CAKE STAND,0.39,Other,0.5582,0.2177,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84751B,BLACK MEDIUM GLASS CAKE STAND,0.79,Other,0.4298,0.3395,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84754,S/15 SILVER GLASS BAUBLES IN BAG,1.25,Accessories,0.3935,0.4919,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,0.65,Other,0.6367,0.4139,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84760S,SMALL HANGING GLASS+ZINC LANTERN,1.45,Home Decor,0.6441,0.9339,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84763,ZINC FINISH 15CM PLANTER POTS,1.25,Other,0.5435,0.6794,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84766,SILVER ROCOCO CANDLE STICK,1.95,Home Decor,0.6081,1.1858,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84773,RED ROSE AND LACE C/COVER,2.95,Other,0.6198,1.8284,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84789,ENCHANTED BIRD PLANT CAGE,3.75,Other,0.6469,2.4259,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84792,ENCHANTED BIRD COATHANGER 5 HOOK,4.65,Other,0.4245,1.9739,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84795B,SUNSET CHECK HAMMOCK,7.95,Other,0.4202,3.3406,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84795C,OCEAN STRIPE HAMMOCK,7.95,Other,0.5815,4.6229,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84795b,SUNSET CHECK HAMMOCK,16.63,Other,0.5898,9.8084,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,8.29,Other,0.4019,3.3318,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,8.29,Other,0.6078,5.0387,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84796a,PINK HAWAIIAN PICNIC HAMPER FOR 2,8.29,Other,0.5363,4.4459,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,2.55,Other,0.4704,1.1995,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84798B,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,2.55,Other,0.5559,1.4175,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84799,SPRIG LAVENDER ARTIFICIAL FLOWER,1.25,Other,0.6778,0.8472,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84800L,LARGE WHITE/PINK ROSE ART FLOWER,2.12,Other,0.6156,1.3051,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84800M,MEDIUM WHITE/PINK ROSE ART FLOWER,1.69,Other,0.5198,0.8785,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84800S,SMALL WHITE/PINK ROSE ART FLOWER,1.25,Other,0.4826,0.6032,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84801A,PINK HYDRANGEA ART FLOWER,2.1,Other,0.4953,1.0401,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84801B,WHITE HYDRANGEA ART FLOWER,2.1,Other,0.4758,0.9992,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84802A,WHITE ANEMONE ARTIFICIAL FLOWER,1.69,Other,0.6531,1.1037,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84802B,PURPLE ANEMONE ARTIFICIAL FLOWER,1.69,Other,0.6453,1.0906,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84803A,PINK ALLIUM  ARTIFICIAL FLOWER,1.69,Other,0.4234,0.7155,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84803B,WHITE ALLIUM  ARTIFICIAL FLOWER,1.69,Other,0.4319,0.7299,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84804A,CREAM DELPHINIUM ARTIFICIAL FLOWER,2.95,Other,0.6443,1.9007,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84804B,BLUE DELPHINIUM ARTIFICIAL FLOWER,2.95,Other,0.4669,1.3774,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84805A,CREAM CLIMBING HYDRANGA ART FLOWER,2.5,Other,0.6182,1.5455,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84805B,BLUE CLIMBING HYDRANGA ART FLOWER,1.25,Other,0.6125,0.7656,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84806A,PINK CANDYSTUFT ARTIFICIAL FLOWER,1.45,Other,0.5986,0.868,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84806B,WHITE CANDYSTUFT ARTIFICIAL FLOWER,1.45,Other,0.4825,0.6996,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84809A,WHITE CHRYSANTHEMUMS ART FLOWER,2.1,Other,0.5277,1.1082,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84809B,PINK CHRYSANTHEMUMS ART FLOWER,2.1,Other,0.4253,0.8931,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84813,SET OF 4 DIAMOND NAPKIN RINGS,8.47,Other,0.3879,3.2855,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84816,DANISH ROSE BEDSIDE CABINET,39.95,Other,0.5171,20.6581,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84817,DANISH ROSE DECORATIVE PLATE,2.1,Kitchen & Dining,0.5936,1.2466,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84818,DANISH ROSE PHOTO FRAME,0.79,Home Decor,0.5574,0.4403,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84819,DANISH ROSE ROUND SEWING BOX,0.85,Other,0.6501,0.5526,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84820,DANISH ROSE TRINKET TRAYS,5.95,Other,0.677,4.0282,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84821,DANISH ROSE DELUXE COASTER,0.85,Other,0.5057,0.4298,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84823,DANISH ROSE FOLDING CHAIR,7.95,Other,0.4611,3.6657,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84824,DANISH ROSE UMBRELLA STAND,15.95,Accessories,0.4428,7.0627,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84826,ASSTD DESIGN 3D PAPER STICKERS,0.85,Stationery,0.5446,0.4629,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84827,ASS DES PHONE SPONGE CRAFT STICKER,0.65,Stationery,0.5676,0.3689,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84828,JUNGLE POPSICLES ICE LOLLY MOULDS,1.25,Other,0.4622,0.5778,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84832,ZINC WILLIE WINKIE  CANDLE STICK,0.85,Home Decor,0.6034,0.5129,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84836,ZINC METAL HEART DECORATION,1.25,Home Decor,0.4238,0.5298,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84839,SWEETHEART KEY CABINET,5.55,Home Decor,0.5505,3.0553,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84840,SWEETHEART CARRY-ALL BASKET,8.5,Home Decor,0.659,5.6015,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84842,HELLO SAILOR BATHROOM SET,3.75,Other,0.5473,2.0524,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84843,WHITE SOAP RACK WITH 2 BOTTLES,5.95,Other,0.6603,3.9288,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84846A,SCENTED CANDLE IN DIGITALIS TIN,2.1,Home Decor,0.4898,1.0286,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84847,FLORAL BATHROOM SET,3.75,Other,0.5263,1.9736,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84849A,HELLO SAILOR BLUE SOAP HOLDER,1.69,Other,0.4315,0.7292,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84849B,FAIRY SOAP SOAP HOLDER,1.69,Other,0.6236,1.0539,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84849D,HOT BATHS SOAP HOLDER,1.69,Other,0.5938,1.0035,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84854,GIRLY PINK TOOL SET,4.95,Other,0.4977,2.4636,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84856L,LARGE TAHITI BEACH BAG,8.91,Accessories,0.3883,3.4598,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84856S,SMALL TAHITI BEACH BAG,4.23,Accessories,0.5509,2.3303,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84857B,BLUE MONTE CARLO HANDBAG,1.95,Accessories,0.5568,1.0858,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84857C,PINK MONTE CARLO HANDBAG,1.95,Accessories,0.6671,1.3008,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84858C,PINK RIVIERA HANDBAG,5.95,Accessories,0.4814,2.8643,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84859A,SILVER DISCO HANDBAG,1.95,Accessories,0.5835,1.1378,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84859B,BLUE DISCO HANDBAG,1.95,Accessories,0.5991,1.1682,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84859C,PINK DISCO HANDBAG,1.95,Accessories,0.594,1.1583,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84865,NEW BAROQUE BLACK PHOTO ALBUM,8.5,Other,0.39,3.315,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84870B,BLUE GEISHA GIRL,3.75,Other,0.3879,1.4546,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84870C,GREEN GEISHA GIRL,2.51,Other,0.4246,1.0657,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84872A,TEATIME FUNKY FLOWER BACKPACK FOR 2,10.79,Kitchen & Dining,0.5466,5.8978,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84872a,TEATIME FUNKY FLOWER BACKPACK FOR 2,10.79,Kitchen & Dining,0.5816,6.2755,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84873A,FUNKY FLOWER PICNIC BAG FOR 4,16.95,Accessories,0.4845,8.2123,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84874B,BLUE TRAVEL FIRST AID KIT,1.64,Other,0.4386,0.7193,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84875B,GREEN SQUARE COMPACT MIRROR,1.25,Other,0.522,0.6525,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84875D,BLUE SQUARE COMPACT MIRROR,1.25,Other,0.4299,0.5374,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84876B,GREEN HEART COMPACT MIRROR,1.25,Home Decor,0.4892,0.6115,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84876D,BLUE HEART COMPACT MIRROR,3.75,Home Decor,0.4055,1.5206,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84877A,PINK ROUND COMPACT MIRROR,2.27,Other,0.6546,1.4859,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84877B,GREEN ROUND COMPACT MIRROR,2.46,Other,0.5516,1.3569,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84877D,BLUE ROUND COMPACT MIRROR,2.27,Other,0.4524,1.0269,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84879,ASSORTED COLOUR BIRD ORNAMENT,1.69,Other,0.5339,0.9023,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84880,WHITE WIRE EGG HOLDER,7.5,Other,0.3985,2.9888,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84881,BLUE WIRE SPIRAL CANDLE HOLDER,6.35,Home Decor,0.5002,3.1763,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84882,GREEN WIRE STANDING CANDLE HOLDER,3.75,Home Decor,0.6474,2.4278,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84884A,ANT WHITE WIRE HEART SPIRAL,3.95,Home Decor,0.4245,1.6768,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84884a,ANT WHITE WIRE HEART SPIRAL,8.29,Home Decor,0.6377,5.2865,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84898F,YELLOW FLOWERS FELT HANDBAG KIT,2.1,Accessories,0.5186,1.0891,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84905,PINK BUTTERFLY CUSHION COVER,4.96,Home Decor,0.4917,2.4388,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84906,PINK B'FLY C/COVER W BOBBLES,5.95,Other,0.6289,3.742,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84907,PINK YELLOW PATCH CUSHION COVER,5.79,Home Decor,0.4304,2.492,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84910A,PINK PAISLEY CUSHION COVER,8.29,Home Decor,0.6063,5.0262,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84912A,PINK ROSE WASHBAG,3.75,Accessories,0.4725,1.7719,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84912B,GREEN ROSE WASHBAG,3.29,Accessories,0.4997,1.644,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84913A,SOFT PINK ROSE TOWEL,3.29,Other,0.5518,1.8154,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84913B,MINT GREEN ROSE TOWEL,3.325,Other,0.653,2.1712,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84915,HAND TOWEL PINK FLOWER AND DAISY,4.13,Other,0.6197,2.5594,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84916,HAND TOWEL PALE BLUE W FLOWERS,4.21,Other,0.5829,2.454,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84917,WHITE HAND TOWEL WITH BUTTERFLY,4.13,Other,0.5145,2.1249,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84919,BLUE CUSHION COVER WITH FLOWER,5.79,Home Decor,0.4837,2.8006,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84920,PINK FLOWER FABRIC PONY,3.75,Other,0.4631,1.7366,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84921,CREAM AND PINK FLOWERS PONY,3.75,Other,0.5003,1.8761,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84922,PINK BUTTERFLY WASHBAG,4.25,Accessories,0.6141,2.6099,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84923,PINK BUTTERFLY HANDBAG W BOBBLES,4.13,Accessories,0.4016,1.6586,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84924A,WAKE UP COCKEREL CALENDAR SIGN,3.75,Other,0.4033,1.5124,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84924F,PSYCHEDELIC METAL SIGN CALENDAR,0.79,Other,0.439,0.3468,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84925D,LA PALMIERA WALL THERMOMETER,2.55,Other,0.5671,1.4461,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84925F,PSYCHEDELIC WALL THERMOMETER,2.55,Other,0.4081,1.0407,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84926A,WAKE UP COCKEREL TILE COASTER,0.29,Other,0.5938,0.1722,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84926D,LA PALMIERA TILE COASTER,0.29,Other,0.3984,0.1155,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84926E,FLOWERS TILE COASTER,0.29,Other,0.5694,0.1651,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84926F,PSYCHEDELIC TILE COASTER,0.29,Other,0.5208,0.151,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84927A,WAKE UP COCKEREL TILE HOOK,2.1,Other,0.3996,0.8392,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84927D,LA PALMIERA TILE HOOK,0.39,Other,0.5635,0.2198,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84927E,FLOWERS TILE HOOK,2.1,Other,0.4549,0.9553,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84927F,PSYCHEDELIC TILE HOOK,0.39,Other,0.564,0.22,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,0.19,Other,0.6543,0.1243,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84931A,PINK SCOTTIE DOG W FLOWER PATTERN,2.55,Other,0.533,1.3592,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84931B,BLUE SCOTTIE DOG W FLOWER PATTERN,2.55,Other,0.3852,0.9823,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84944,SET OF 6 KASHMIR FOLKART BAUBLES,1.65,Other,0.6058,0.9996,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,0.85,Other,0.547,0.465,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84946,ANTIQUE SILVER T-LIGHT GLASS,1.25,Other,0.494,0.6175,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,1.25,Kitchen & Dining,0.4316,0.5395,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84949,SILVER HANGING T-LIGHT HOLDER,1.65,Other,0.5494,0.9065,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84950,ASSORTED COLOUR T-LIGHT HOLDER,0.65,Other,0.6315,0.4105,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,1.66,Other,0.5698,0.9459,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84951B,SET OF 4 BLACK LOVEBIRD COASTERS,1.66,Other,0.6656,1.1049,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84952A,CLEAR LOVE BIRD T-LIGHT HOLDER,1.66,Other,0.503,0.835,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84952B,BLACK LOVE BIRD T-LIGHT HOLDER,1.66,Other,0.4364,0.7244,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84952C,MIRROR LOVE BIRD T-LIGHT HOLDER,3.75,Other,0.3947,1.4801,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84963A,PINK PAINTED KASHMIRI CHAIR,42.95,Other,0.5562,23.8888,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84963B,BLUE PAINTED KASHMIRI CHAIR,49.95,Other,0.4361,21.7832,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84968A,SET OF 16 VINTAGE ROSE CUTLERY,12.75,Other,0.6778,8.642,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84968B,SET OF 16 VINTAGE IVORY CUTLERY,12.75,Other,0.5256,6.7014,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,12.75,Other,0.4581,5.8408,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84968D,SET OF 16 VINTAGE RED CUTLERY,12.75,Other,0.3924,5.0031,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84968E,SET OF 16 VINTAGE BLACK CUTLERY,12.75,Other,0.6352,8.0988,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,12.75,Other,0.3831,4.8845,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84968a,SET OF 16 VINTAGE ROSE CUTLERY,24.96,Other,0.46,11.4816,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84968d,SET OF 16 VINTAGE RED CUTLERY,24.96,Other,0.4153,10.3659,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84968e,SET OF 16 VINTAGE BLACK CUTLERY,24.96,Other,0.5553,13.8603,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84968f,SET OF 16 VINTAGE SKY BLUE CUTLERY,25.49,Other,0.4934,12.5768,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,4.25,Kitchen & Dining,0.5662,2.4064,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,0.95,Home Decor,0.6096,0.5791,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84970S,HANGING HEART ZINC T-LIGHT HOLDER,0.85,Home Decor,0.4158,0.3534,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84970l,SINGLE HEART ZINC T-LIGHT HOLDER,2.08,Home Decor,0.5472,1.1382,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84970s,HANGING HEART ZINC T-LIGHT HOLDER,2.08,Home Decor,0.6435,1.3385,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
84971S,SMALL HEART FLOWERS HOOK,0.85,Home Decor,0.496,0.4216,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
