customer_id,last_purchase,frequency,monetary,gross_margin,fulfilment_cost,recency_days,observed_historical_clv,r_score,f_score,m_score,rfm_segment
C17197,2011-11-18,11,1554.198,716.7432,92.35,22,624.3932,3,3,4,Other
C17198,2011-11-16,19,1821.4185,877.9598,176.1,24,701.8598,2,5,4,At Risk
C17201,2011-11-06,17,1362.2145,614.6373,126.15,34,488.4873,2,5,3,At Risk
C17203,2011-11-30,14,4292.408,1780.3020999999999,1019.35,10,760.9520999999999,4,4,5,Champions
C17204,2011-11-10,14,1998.137,932.0042,256.25,30,675.7542,2,4,4,At Risk
C17205,2011-10-25,10,1193.8325,583.0172,336.1,46,246.91719999999998,1,2,3,Lost
C17206,2011-11-20,9,405.526,180.5232,45.35,20,135.1732,3,2,1,Other
C17211,2011-11-26,20,2943.4545,1423.7151,497.7,14,926.0150999999998,3,5,5,Loyal
C17212,2011-12-09,17,893.4110000000001,436.8861,92.55,1,344.3361,5,5,2,Loyal
C17213,2011-10-30,20,3449.9255,1576.0701,451.8,41,1124.2701,1,5,5,At Risk
C17214,2011-11-20,18,1593.2305,759.453,130.0,20,629.453,3,5,4,Loyal
C17217,2011-08-18,6,349.2885,168.2974,23.7,114,144.59740000000002,1,1,1,Lost
C17218,2011-12-05,20,2660.676,1244.7156,364.7,5,880.0156,4,5,4,Champions
C17219,2011-11-25,9,399.316,191.4631,51.4,15,140.0631,3,2,1,Other
C17220,2011-11-15,26,4882.67,2218.5751,697.85,25,1520.7251,2,5,5,At Risk
C17221,2011-12-02,10,750.6695,364.0602,128.05,8,236.0102,4,2,1,Potential Loyalists
C17222,2011-11-15,10,668.191,321.3438,67.6,25,253.7438,2,2,1,Other
C17223,2011-11-20,8,685.6955,344.3467,57.7,20,286.6467,3,1,1,Other
C17226,2011-12-06,15,1090.033,510.8213,180.05,4,330.7713,5,4,3,Loyal
C17227,2011-11-23,12,1314.009,609.5353,275.55,17,333.9853,3,3,3,Other
C17228,2011-11-24,13,2246.7554999999998,972.4138,554.35,16,418.0638,3,3,4,Other
C17229,2011-11-10,10,1865.5805,913.4581000000001,89.2,30,824.2581,2,2,4,Other
C17230,2011-10-25,16,3825.3035,1661.8336,596.75,46,1065.0836,1,4,5,At Risk
C17231,2011-11-27,18,3771.729,1742.9796,631.0,13,1111.9796,3,5,5,Loyal
C17232,2011-12-07,19,1394.912,622.6196,124.4,3,498.2196,5,5,3,Loyal
C17233,2011-11-04,12,938.79,437.0515,79.14999999999999,36,357.9015,2,3,2,At Risk
C17234,2011-11-29,11,654.669,296.8084,50.0,11,246.8084,4,3,1,Potential Loyalists
C17235,2011-11-26,14,1147.965,523.2656,108.85,14,414.4155999999999,3,4,3,Loyal
C17236,2011-11-27,14,1437.573,688.9743,196.65,13,492.3243,3,4,3,Loyal
C17237,2011-11-28,5,648.5500000000001,281.56460000000004,46.65,12,234.91460000000004,4,1,1,Other
C17238,2011-12-07,26,4386.2695,1957.1171,660.9499999999999,3,1296.1671000000001,5,5,5,Champions
C17239,2011-08-20,13,1007.886,480.3813,89.1,112,391.2813,1,3,2,At Risk
C17242,2011-11-13,11,1457.084,675.1406,237.55,27,437.59059999999994,2,3,3,At Risk
C17243,2011-12-08,31,8713.6985,3883.4509,1175.65,2,2707.8008999999997,5,5,5,Champions
C17244,2011-10-17,10,1289.2115,557.2927,237.65,54,319.6427,1,2,3,Lost
C17245,2011-10-29,10,761.6545,340.3822,56.7,42,283.6822,1,2,1,Lost
C17247,2011-11-24,11,635.642,308.587,66.3,16,242.28699999999998,3,3,1,Other
C17248,2011-08-11,7,768.9525,375.8168,93.89999999999999,121,281.9168,1,1,2,Lost
C17250,2011-12-06,13,1043.521,499.2658,93.85,4,405.4158,5,3,2,Potential Loyalists
C17251,2011-10-12,10,729.1625,334.5594,59.699999999999996,59,274.8594,1,2,1,Lost
C17252,2011-11-06,13,949.8035,406.6533,99.75,34,306.9033,2,3,2,At Risk
C17253,2011-11-21,12,888.359,450.6167,48.5,19,402.1167,3,3,2,Other
C17254,2011-12-05,11,793.7065,295.8666,114.85,5,181.0166,4,3,2,Potential Loyalists
C17255,2011-10-30,6,463.5425,225.45680000000002,89.35,41,136.10680000000002,1,1,1,Lost
C17256,2011-11-28,13,975.975,498.2991,84.15,12,414.1491,4,3,2,Potential Loyalists
C17259,2011-12-06,14,1112.4935,535.492,171.2,4,364.292,5,4,3,Loyal
C17262,2011-10-25,14,1744.3735,741.6215,151.7,46,589.9214999999999,1,4,4,At Risk
C17263,2011-11-10,8,540.2945,266.2219,33.15,30,233.0719,2,1,1,Other
C17265,2011-12-05,12,926.5600000000001,425.1678,160.75,5,264.4178,4,3,2,Potential Loyalists
C17266,2011-12-07,16,1238.4855,563.953,95.25,3,468.703,5,4,3,Loyal
C17267,2011-09-17,12,1169.784,598.5722,89.05,84,509.52219999999994,1,3,3,At Risk
C17268,2011-12-02,8,998.922,325.48159999999996,307.25,8,18.231599999999958,4,1,2,Other
C17272,2011-11-20,16,2799.598,1325.1979,658.15,20,667.0478999999999,3,4,5,Loyal
C17274,2011-11-04,14,578.5465,266.349,58.75,36,207.599,2,4,1,At Risk
C17277,2011-11-18,9,1509.8145,714.6636,169.7,22,544.9636,3,2,3,Other
C17278,2011-12-09,7,531.394,251.9612,78.25,1,173.7112,5,1,1,Other
C17279,2011-12-09,8,599.6965,283.8089,38.25,1,245.5589,5,1,1,Other
C17282,2011-11-10,18,2445.394,1066.5842,694.05,30,372.53420000000006,2,5,4,At Risk
C17284,2011-11-30,16,2313.4125,1071.0647999999999,505.5,10,565.5647999999999,4,4,4,Champions
C17286,2011-11-18,8,475.6965,208.8843,60.9,22,147.9843,3,1,1,Other
C17287,2011-11-22,16,1424.8545,688.6268,220.4,18,468.2268,3,4,3,Loyal
C17288,2011-11-30,18,2286.4629999999997,1028.8388,459.5,10,569.3388,4,5,4,Champions
C17289,2011-11-08,9,1245.1785,539.1677,196.2,32,342.9677,2,2,3,Other
C17290,2011-12-06,11,995.168,402.7896,160.25,4,242.5396,5,3,2,Potential Loyalists
C17291,2011-11-25,10,1122.7145,531.2216999999999,53.55,15,477.67169999999993,3,2,3,Other
C17293,2011-12-01,16,2373.3905,1145.1434,421.7,9,723.4433999999999,4,4,4,Champions
C17295,2011-12-06,19,1502.7255,711.1106,153.85,4,557.2606,5,5,3,Loyal
C17297,2011-11-22,11,803.4975,404.14889999999997,55.9,18,348.2489,3,3,2,Other
C17298,2011-09-02,13,2127.5395,984.9451,165.15,99,819.7951,1,3,4,At Risk
C17299,2011-11-28,13,1342.4850000000001,639.5875,262.45,12,377.1375,4,3,3,Potential Loyalists
C17301,2011-11-18,11,836.0425,396.6866,81.7,22,314.9866,3,3,2,Other
C17302,2011-11-25,13,1537.2595000000001,700.9971,224.20000000000002,15,476.7971,3,3,3,Other
C17303,2011-11-08,9,1017.8255,511.29,73.65,32,437.64,2,2,2,Other
C17306,2011-11-29,23,8821.198,3009.2522999999997,4033.85,11,-1024.5977000000003,4,5,5,Champions
C17307,2011-11-16,8,498.4655,224.306,24.3,24,200.006,2,1,1,Other
C17309,2011-11-26,11,620.0,284.041,45.25,14,238.791,3,3,1,Other
C17311,2011-12-07,14,1951.33,915.2135,388.95,3,526.2635,5,4,4,Champions
C17312,2011-09-29,7,831.1800000000001,282.9993,141.9,72,141.0993,1,1,2,Lost
C17313,2011-11-08,12,2891.8925,1203.8746,519.05,32,684.8246000000001,2,3,5,At Risk
C17314,2011-11-15,13,3711.231,1665.1837,680.25,25,984.9337,2,3,5,At Risk
C17315,2011-12-08,44,7282.471,3048.8653,1370.2,2,1678.6653,5,5,5,Champions
C17317,2011-11-03,10,3088.25,1290.774,421.65,37,869.1239999999999,2,2,5,Other
C17320,2011-11-07,14,1800.6835,842.0944999999999,252.8,33,589.2945,2,4,4,At Risk
C17321,2011-12-08,13,1420.069,686.1528,162.05,2,524.1027999999999,5,3,3,Potential Loyalists
C17323,2011-11-24,20,1806.9695,806.6238,301.25,16,505.37379999999996,3,5,4,Loyal
C17324,2011-11-22,12,1458.1055,600.3231,319.95,18,280.37309999999997,3,3,3,Other
C17325,2011-11-30,15,1102.3005,512.9315,60.300000000000004,10,452.6315,4,4,3,Loyal
C17329,2011-11-25,10,883.1155,373.1006,72.35,15,300.75059999999996,3,2,2,Other
C17330,2011-11-17,14,1288.389,636.7711,70.8,23,565.9711000000001,2,4,3,At Risk
C17331,2011-11-22,15,844.9304999999999,360.14009999999996,42.2,18,317.9401,3,4,2,Loyal
C17333,2011-11-12,11,1055.168,503.2865,159.0,28,344.2865,2,3,2,At Risk
C17334,2011-11-26,15,1012.2015,452.4448,145.35,14,307.09479999999996,3,4,2,Loyal
C17337,2011-08-16,14,2359.573,1118.0504,463.15,116,654.9004000000001,1,4,4,At Risk
C17338,2011-11-22,21,7063.04,3268.7477,1108.15,18,2160.5977,3,5,5,Loyal
C17339,2011-12-01,8,736.5165,351.659,72.7,9,278.959,4,1,1,Other
C17340,2011-12-05,24,12846.8725,5891.7726,2124.9,5,3766.8726,4,5,5,Champions
C17341,2011-11-07,13,1435.4935,703.0145,187.75,33,515.2645,2,3,3,At Risk
C17343,2011-11-10,4,289.6675,112.8207,28.15,30,84.67070000000001,2,1,1,Other
C17344,2011-11-26,17,1087.325,494.8367,71.5,14,423.3367,3,5,3,Loyal
C17345,2011-11-24,16,1239.347,559.8365,157.75,16,402.0865,3,4,3,Loyal
C17346,2011-12-06,24,3276.074,1494.2835,593.85,4,900.4335,5,5,5,Champions
C17347,2011-11-17,12,1531.022,725.8852,105.89999999999999,23,619.9852000000001,2,3,3,At Risk
C17348,2011-11-25,17,1868.428,858.7887000000001,520.65,15,338.1387000000001,3,5,4,Loyal
C17349,2011-11-21,5,583.106,281.2029,49.2,19,232.0029,3,1,1,Other
C17350,2011-12-01,13,1637.2865,757.066,297.85,9,459.216,4,3,4,Potential Loyalists
C17351,2011-11-18,21,1619.278,771.1668,94.3,22,676.8668,3,5,4,Loyal
C17353,2011-10-16,13,2307.212,980.8465,448.8,55,532.0464999999999,1,3,4,At Risk
C17354,2011-11-21,10,1967.7645,947.3117,378.65,19,568.6617,3,2,4,Other
C17356,2011-11-22,13,728.85,346.1006,90.5,18,255.6006,3,3,1,Other
C17357,2011-11-15,7,4754.103,2516.9105999999997,67.75,25,2449.1605999999997,2,1,5,Other
C17358,2011-12-06,8,737.5375,322.9527,81.95,4,241.0027,5,1,1,Other
C17359,2011-11-30,17,962.4425,440.4499,100.6,10,339.84990000000005,4,5,2,Loyal
C17360,2011-11-22,11,1066.296,481.3478,139.85,18,341.4978,3,3,2,Other
C17361,2011-11-28,16,972.732,457.688,89.9,12,367.788,4,4,2,Loyal
C17362,2011-11-11,11,709.9725,344.7422,92.95,29,251.79220000000004,2,3,1,At Risk
C17364,2011-12-09,19,4825.7435,2273.9755,966.95,1,1307.0255,5,5,5,Champions
C17365,2011-11-27,20,5127.1305,2379.1638,1691.7,13,687.4637999999998,3,5,5,Loyal
C17367,2011-11-20,7,466.4285,231.4829,67.75,20,163.7329,3,1,1,Other
C17368,2011-11-16,14,2222.07,1028.9527,497.55,24,531.4027000000001,2,4,4,At Risk
C17370,2011-12-04,13,1478.4095,686.4497,215.4,6,471.04970000000003,4,3,3,Potential Loyalists
C17371,2011-11-22,11,759.326,369.1273,71.0,18,298.1273,3,3,1,Other
C17372,2011-11-09,19,2181.985,1035.3714,296.7,31,738.6714,2,5,4,At Risk
C17373,2011-12-08,15,1344.7565,629.4455,174.75,2,454.69550000000004,5,4,3,Loyal
C17374,2011-08-24,9,2426.602,1119.5525,51.35,108,1068.2025,1,2,4,Lost
C17375,2011-12-07,16,976.852,427.9707,162.05,3,265.9207,5,4,2,Loyal
C17376,2011-11-18,10,612.739,277.529,54.25,22,223.279,3,2,1,Other
C17377,2011-11-16,34,4939.9,2427.3066,755.3,24,1672.0066,2,5,5,At Risk
C17379,2011-11-30,10,885.9775,400.4363,244.0,10,156.43630000000002,4,2,2,Potential Loyalists
C17381,2011-12-01,32,20383.6455,7783.6846,8985.1,9,-1201.4154000000008,4,5,5,Champions
C17382,2011-12-03,11,643.7429999999999,307.64799999999997,43.4,7,264.248,4,3,1,Potential Loyalists
C17383,2011-12-09,7,387.404,168.9061,67.7,1,101.2061,5,1,1,Other
C17384,2011-12-04,13,1228.854,608.5826999999999,66.05,6,542.5327,4,3,3,Potential Loyalists
C17385,2011-11-25,5,415.5425,173.4809,82.3,15,91.1809,3,1,1,Other
C17386,2011-12-02,15,3123.7675,1157.6213,689.55,8,468.07130000000006,4,4,5,Champions
C17387,2011-11-20,5,968.621,452.5951,192.45,20,260.1451,3,1,2,Other
C17388,2011-09-23,12,1606.7935,756.1166000000001,392.4,78,363.7166000000001,1,3,4,At Risk
C17389,2011-12-09,43,32449.39,13697.376,2694.65,1,11002.726,5,5,5,Champions
C17391,2011-12-06,7,857.7895,362.3,181.35,4,180.95000000000002,5,1,2,Other
C17392,2011-11-01,12,1091.3115,491.19190000000003,129.2,39,361.99190000000004,2,3,3,At Risk
C17394,2011-11-21,13,855.5035,418.70250000000004,120.19999999999999,19,298.50250000000005,3,3,2,Other
C17396,2011-11-18,20,7831.201,3302.284,731.6,22,2570.684,3,5,5,Loyal
C17397,2011-12-03,16,1477.8464999999999,646.0596,127.4,7,518.6596000000001,4,4,3,Loyal
C17398,2011-11-09,12,1119.0294999999999,520.8597,137.45000000000002,31,383.40969999999993,2,3,3,At Risk
C17400,2011-12-08,14,2597.753,1178.2324,407.05,2,771.1824000000001,5,4,4,Champions
C17402,2011-12-05,23,3451.991,1699.3514,275.65,5,1423.7014,4,5,5,Champions
C17403,2011-12-09,13,19954.994,12638.3418,71.55,1,12566.7918,5,3,5,Potential Loyalists
C17404,2011-12-05,23,32384.257999999998,14596.6445,11491.2,5,3105.4444999999996,4,5,5,Champions
C17405,2011-12-08,10,1303.858,504.8998,273.3,2,231.59980000000002,5,2,3,Potential Loyalists
C17406,2011-11-17,14,2879.9565,1411.4108,306.45,23,1104.9608,2,4,5,At Risk
C17408,2011-12-08,15,660.2345,311.6309,40.65,2,270.9809,5,4,1,Loyal
C17409,2011-11-22,19,1641.8475,732.533,88.35,18,644.183,3,5,4,Loyal
C17410,2011-11-23,12,1569.1915,762.8499,236.9,17,525.9499000000001,3,3,4,Other
C17411,2011-11-27,9,1153.3245,539.346,126.45,13,412.896,3,2,3,Other
C17412,2011-12-07,14,1697.28,765.6359,280.5,3,485.1359,5,4,4,Champions
C17414,2011-10-27,16,1589.636,579.3308999999999,775.05,44,-195.71910000000003,1,4,4,At Risk
C17415,2011-10-29,11,821.545,395.5137,66.0,42,329.5137,1,3,2,At Risk
C17416,2011-11-10,19,7546.3125,3297.0079,1540.5,30,1756.5079,2,5,5,At Risk
C17418,2011-11-06,10,1239.0265,534.4899,129.65,34,404.83990000000006,2,2,3,Other
C17419,2011-11-28,24,4963.014,2339.768,689.6,12,1650.1680000000001,4,5,5,Champions
C17420,2011-10-28,10,1131.825,539.9725,114.65,43,425.3225,1,2,3,Lost
C17422,2011-11-23,15,2441.148,812.2615999999999,818.4,17,-6.138400000000047,3,4,4,Loyal
C17423,2011-11-28,14,1569.897,752.9286,196.95000000000002,12,555.9785999999999,4,4,4,Champions
C17425,2011-11-20,10,1228.946,638.9197,164.8,20,474.1197,3,2,3,Other
C17426,2011-12-01,15,5484.157,2626.1423,1108.25,9,1517.8923,4,4,5,Champions
C17427,2011-09-29,12,717.724,340.1882,47.15,72,293.0382,1,3,1,At Risk
C17428,2011-12-09,38,17781.359,6702.8337,3341.1,1,3361.7337,5,5,5,Champions
C17429,2011-08-24,11,770.382,271.8343,241.5,108,30.334299999999985,1,3,2,At Risk
C17430,2011-11-12,6,399.304,189.923,76.85,28,113.07300000000001,2,1,1,Other
C17431,2011-12-07,12,1052.8135,497.24979999999994,134.45000000000002,3,362.7997999999999,5,3,2,Potential Loyalists
C17432,2011-12-04,17,1599.452,802.7485,113.85,6,688.8985,4,5,4,Champions
C17433,2011-09-12,7,829.9715,405.9115,81.25,89,324.6615,1,1,2,Lost
C17434,2011-12-07,10,2473.586,950.7564,599.9,3,350.8564,5,2,4,Potential Loyalists
C17436,2011-12-08,11,683.2295,328.1591,58.5,2,269.6591,5,3,1,Potential Loyalists
C17438,2011-11-23,10,1020.369,505.4848,64.1,17,441.38480000000004,3,2,2,Other
C17440,2011-11-25,13,577.409,252.6831,112.95,15,139.73309999999998,3,3,1,Other
C17442,2011-12-03,11,2605.133,1202.0915,538.6,7,663.4915,4,3,4,Potential Loyalists
C17443,2011-12-07,12,1137.6325,507.0764,208.35,3,298.7264,5,3,3,Potential Loyalists
C17444,2011-10-13,12,3433.6955000000003,1782.0938,764.3,58,1017.7938000000001,1,3,5,At Risk
C17446,2011-10-14,9,568.087,284.0722,90.15,57,193.9222,1,2,1,Lost
C17447,2011-12-06,13,949.5055,418.8911,185.05,4,233.84109999999998,5,3,2,Potential Loyalists
C17448,2011-08-29,8,419.028,202.1796,25.2,103,176.9796,1,1,1,Lost
C17449,2011-12-07,13,2901.4085,1358.3339,409.75,3,948.5839000000001,5,3,5,Potential Loyalists
C17450,2011-12-01,56,195311.408,99446.7781,24522.05,9,74924.7281,4,5,5,Champions
C17451,2011-12-08,14,2098.8355,963.9069999999999,441.0,2,522.9069999999999,5,4,4,Champions
C17453,2011-11-22,14,1104.0795,515.5721000000001,106.05,18,409.5221000000001,3,4,3,Loyal
C17454,2011-09-21,17,1210.8975,536.3472,120.6,80,415.7472,1,5,3,At Risk
C17455,2011-11-24,10,492.4455,244.0763,44.85,16,199.2263,3,2,1,Other
C17456,2011-11-21,10,754.4345,340.4514,103.95,19,236.5014,3,2,1,Other
C17457,2011-11-19,13,2011.044,776.359,312.2,21,464.15900000000005,3,3,4,Other
C17458,2011-12-09,11,639.81,294.7838,87.25,1,207.53379999999999,5,3,1,Potential Loyalists
C17459,2011-10-27,7,1060.6075,493.8395,204.3,44,289.5395,1,1,2,Lost
C17460,2011-10-30,20,1819.969,904.7397,133.6,41,771.1397,1,5,4,At Risk
C17461,2011-11-17,8,1165.7395,582.8823,284.05,23,298.8323,2,1,3,Other
C17462,2011-10-31,14,1462.735,684.9694000000001,110.8,40,574.1694000000001,1,4,3,At Risk
C17463,2011-11-23,8,2037.445,972.353,390.6,17,581.7529999999999,3,1,4,Other
C17464,2011-12-01,12,963.476,456.9383,110.89999999999999,9,346.03830000000005,4,3,2,Potential Loyalists
C17466,2011-11-29,10,1118.167,517.7582,130.35,11,387.40819999999997,4,2,3,Potential Loyalists
C17468,2011-12-08,11,741.832,329.6325,66.85000000000001,2,262.78249999999997,5,3,1,Potential Loyalists
C17469,2011-11-23,16,2330.837,1088.2407,306.65,17,781.5907000000001,3,4,4,Loyal
C17470,2011-11-19,17,1674.3385,645.5287,621.65,21,23.87869999999998,3,5,4,Loyal
C17472,2011-11-23,14,1358.355,656.1516,190.75,17,465.40160000000003,3,4,3,Loyal
C17475,2011-11-25,9,554.755,250.9419,86.15,15,164.7919,3,2,1,Other
C17480,2011-12-06,7,760.744,359.3209,134.65,4,224.6709,5,1,1,Other
C17481,2011-12-06,10,1636.5865,682.0898,387.25,4,294.83979999999997,5,2,4,Potential Loyalists
C17483,2011-11-11,10,827.725,390.2023,89.05,29,301.15229999999997,2,2,2,Other
C17486,2011-11-21,9,646.0495,300.4715,85.75,19,214.7215,3,2,1,Other
C17489,2011-12-06,9,748.1514999999999,368.1923,165.85,4,202.3423,5,2,1,Potential Loyalists
C17490,2011-12-09,15,2363.445,813.4327000000001,420.0,1,393.43270000000007,5,4,4,Champions
C17491,2011-12-08,22,4646.199,2156.9737,745.05,2,1411.9237,5,5,5,Champions
C17492,2011-11-26,14,1014.0790000000001,473.3532,94.45,14,378.9032,3,4,2,Loyal
C17495,2011-12-02,11,938.809,447.1752,101.9,8,345.27520000000004,4,3,2,Potential Loyalists
C17496,2011-11-21,9,619.4325,300.0388,48.35,19,251.6888,3,2,1,Other
C17498,2011-11-26,11,774.492,313.128,165.95000000000002,14,147.17799999999997,3,3,2,Other
C17499,2011-11-05,11,1148.418,543.8394,280.8,35,263.03939999999994,2,3,3,At Risk
C17500,2011-12-04,6,1297.04,646.9914,15.25,6,631.7414,4,1,3,Other
C17501,2011-10-22,12,726.8625,348.4478,83.75,49,264.6978,1,3,1,At Risk
C17502,2011-11-30,17,1557.5465,741.5725,172.85,10,568.7225,4,5,4,Champions
C17503,2011-12-07,12,1073.024,498.4776,201.0,3,297.4776,5,3,2,Potential Loyalists
C17504,2011-11-17,23,3588.7675,1691.2409,623.95,23,1067.2909,2,5,5,At Risk
C17505,2011-11-22,15,2121.0325,923.0554,236.45000000000002,18,686.6053999999999,3,4,4,Loyal
C17506,2011-11-08,12,1161.142,566.3114,82.4,32,483.91140000000007,2,3,3,At Risk
C17507,2011-12-01,15,1421.089,669.3936,165.7,9,503.6936,4,4,3,Loyal
C17508,2011-11-02,13,760.4115,369.5962,130.55,38,239.0462,2,3,1,At Risk
C17509,2011-10-13,14,6418.489,3093.7548,1245.55,58,1848.2048000000002,1,4,5,At Risk
C17510,2011-11-15,8,828.6875,349.1323,91.7,25,257.4323,2,1,2,Other
C17511,2011-12-07,39,91545.906,31053.1524,22617.35,3,8435.8024,5,5,5,Champions
C17512,2011-11-15,20,3728.551,1488.3155,992.05,25,496.2655,2,5,5,At Risk
C17513,2011-11-18,9,1179.427,509.7894,117.10000000000001,22,392.6894,3,2,3,Other
C17514,2011-11-28,12,782.4865,375.927,78.9,12,297.02700000000004,4,3,2,Potential Loyalists
C17515,2011-11-12,10,884.494,404.79540000000003,101.25,28,303.54540000000003,2,2,2,Other
C17516,2011-11-24,10,1113.4545,512.8534999999999,159.75,16,353.10349999999994,3,2,3,Other
C17517,2011-11-18,7,422.04,196.2675,54.9,22,141.3675,3,1,1,Other
C17519,2011-11-22,17,2800.4900000000002,1315.7828,467.55,18,848.2328,3,5,5,Loyal
C17520,2011-12-06,13,1191.8695,569.3907,166.6,4,402.7907,5,3,3,Potential Loyalists
C17521,2011-11-14,15,1432.0275,683.9924,217.5,26,466.4924,2,4,3,At Risk
C17522,2011-12-08,15,1830.8795,681.2556,395.95,2,285.30559999999997,5,4,4,Champions
C17523,2011-11-28,16,1117.3695,358.11859999999996,341.5,12,16.618599999999958,4,4,3,Loyal
C17524,2011-11-29,10,570.3725,268.536,57.15,11,211.386,4,2,1,Potential Loyalists
C17525,2011-11-27,12,1076.265,470.1665,62.0,13,408.1665,3,3,3,Other
C17526,2011-12-05,12,1481.345,597.9820000000001,132.65,5,465.3320000000001,4,3,3,Potential Loyalists
C17527,2011-11-13,13,1515.6105,723.1932,197.35,27,525.8432,2,3,3,At Risk
C17528,2011-12-08,23,4420.9375,1942.7502,791.2,2,1151.5502,5,5,5,Champions
C17530,2011-12-08,15,2615.5015,1228.3313,544.9,2,683.4313000000001,5,4,4,Champions
C17531,2011-10-31,14,910.9615,403.0575,86.0,40,317.0575,1,4,2,At Risk
C17534,2011-10-17,9,641.847,298.8843,67.85,54,231.0343,1,2,1,Lost
C17535,2011-10-23,8,467.5925,224.21689999999998,64.25,48,159.96689999999998,1,1,1,Lost
C17536,2011-11-25,17,1393.624,684.4571,50.7,15,633.7570999999999,3,5,3,Loyal
C17537,2011-11-12,16,1771.363,771.5492,284.1,28,487.4492,2,4,4,At Risk
C17538,2011-11-14,9,530.3835,238.2485,68.8,26,169.44850000000002,2,2,1,Other
C17540,2011-11-15,10,1119.0915,534.004,88.3,25,445.704,2,2,3,Other
C17542,2011-12-06,12,930.0855,474.051,80.35,4,393.701,5,3,2,Potential Loyalists
C17545,2011-10-27,9,966.4905,438.6162,136.25,44,302.3662,1,2,2,Lost
C17547,2011-12-05,6,354.159,147.52609999999999,18.15,5,129.37609999999998,4,1,1,Other
C17548,2011-10-04,6,245.299,116.408,33.95,67,82.458,1,1,1,Lost
C17549,2011-11-21,16,849.303,345.2255,111.75,19,233.4755,3,4,2,Loyal
C17550,2011-12-08,13,817.55,409.90389999999996,60.25,2,349.65389999999996,5,3,2,Potential Loyalists
C17551,2011-11-08,10,1655.2255,691.1868,79.4,32,611.7868,2,2,4,Other
C17552,2011-12-05,16,1481.8365,707.9805,286.15000000000003,5,421.8305,4,4,3,Loyal
C17553,2011-10-18,14,2266.9015,508.2099999999999,408.5,53,99.70999999999992,1,4,4,At Risk
C17554,2011-12-08,18,2602.5735,1215.3643,655.0,2,560.3643,5,5,4,Champions
C17555,2011-12-01,16,1273.632,617.4526,161.55,9,455.90259999999995,4,4,3,Loyal
C17556,2011-11-21,19,1110.5655,544.3842,89.8,19,454.58419999999995,3,5,3,Loyal
C17557,2011-11-25,9,867.97,386.9616,126.9,15,260.0616,3,2,2,Other
C17560,2011-12-06,13,1389.344,642.857,252.4,4,390.457,5,3,3,Potential Loyalists
C17561,2011-11-20,10,606.0765,288.2748,73.05,20,215.22480000000002,3,2,1,Other
C17562,2011-11-28,17,1611.5375,753.9746,319.4,12,434.57460000000003,4,5,4,Champions
C17564,2011-12-07,8,731.567,363.1375,65.65,3,297.48749999999995,5,1,1,Other
C17566,2011-12-01,9,1370.657,668.0872,195.55,9,472.53720000000004,4,2,3,Potential Loyalists
C17567,2011-12-02,16,4758.62,2087.4613,941.9,8,1145.5612999999998,4,4,5,Champions
C17569,2011-10-12,6,554.8125,267.0546,72.3,59,194.75459999999998,1,1,1,Lost
C17571,2011-11-09,14,2197.6825,1019.7315,337.05,31,682.6814999999999,2,4,4,At Risk
C17572,2011-12-02,9,391.2405,182.4202,47.35,8,135.0702,4,2,1,Potential Loyalists
C17573,2011-11-10,10,774.3325,334.7104,129.7,30,205.0104,2,2,2,Other
C17574,2011-12-09,14,1468.3925,654.7779,67.15,1,587.6279000000001,5,4,3,Loyal
C17576,2011-12-06,29,4160.3445,1876.9705999999999,714.25,4,1162.7205999999999,5,5,5,Champions
C17578,2011-11-24,13,571.9225,257.747,82.95,16,174.79700000000003,3,3,1,Other
C17579,2011-12-05,12,916.7725,399.2195,117.6,5,281.6195,4,3,2,Potential Loyalists
C17580,2011-12-01,21,1275.7365,637.3718,82.7,9,554.6718,4,5,3,Loyal
C17581,2011-12-09,32,11266.506,4851.3615,2092.0,1,2759.3615,5,5,5,Champions
C17582,2011-11-23,11,760.4639999999999,375.27909999999997,74.4,17,300.8791,3,3,1,Other
C17584,2011-12-02,15,1797.23,777.8216,192.7,8,585.1216,4,4,4,Champions
C17585,2011-10-15,9,1420.2045,310.9342,593.25,56,-282.3158,1,2,3,Lost
C17588,2011-11-09,12,1802.5925,775.0073,265.55,31,509.4573,2,3,4,At Risk
C17589,2011-11-28,13,2971.5835,1370.2832,598.6,12,771.6832,4,3,5,Potential Loyalists
C17590,2011-12-07,7,1625.3745,752.37,298.65,3,453.72,5,1,4,Other
C17591,2011-09-27,15,2467.3475,1200.7981,369.35,74,831.4481,1,4,4,At Risk
C17593,2011-12-06,17,4763.4635,1678.0302,1116.85,4,561.1802,5,5,5,Champions
C17594,2011-10-16,6,1370.1695,656.0297,204.95,55,451.07970000000006,1,1,3,Lost
C17595,2011-11-27,7,774.379,371.8896,93.6,13,278.28959999999995,3,1,2,Other
C17596,2011-11-29,17,3339.959,1618.4551,1561.1499999999999,11,57.30510000000004,4,5,5,Champions
C17597,2011-11-01,9,3106.129,1327.5786,437.1,39,890.4786,2,2,5,Other
C17600,2011-11-22,17,1155.6305,522.936,100.8,18,422.136,3,5,3,Loyal
C17601,2011-09-02,8,412.026,202.2071,56.9,99,145.3071,1,1,1,Lost
C17602,2011-12-07,14,5540.326,2311.8935,1464.9,3,846.9935,5,4,5,Champions
C17603,2011-11-19,12,993.8005,472.3374,55.0,21,417.3374,3,3,2,Other
